id,title,artist_title,classification_titles
201806,Landscape (recto),Marguerite Zorach,oil on canvas;painting
102293,Salt (one of a pair),Ilonka Karasz,saltcellar;metalwork;american decorative arts;american arts;decorative arts
90914,Pair of Dress Clips,Artist unknown,jewelry;costume accessory;american decorative arts;american arts;decorative arts
237995,"Things Fall Apart, from Human_3.0 Reading List",Cauleen Smith,drawings (visual works);watercolor;paper;prints and drawing
151371,"""Skyscraper"" Cabinet",Paul Theodore Frankl,case furniture;furniture;american decorative arts;american arts
130520,Summer (recto),William Zorach,oil on canvas;painting;modern and contemporary art
76047,A Vision,Joseph Stella,oil on canvas;painting;modern and contemporary art
65920,Provincetown,Marsden Hartley,oil on panel;painting;modern and contemporary art
63178,Ceres,John Bradley Storrs,sculpture;modern and contemporary art
210830,Panel from a Sarcophagus Depicting the Abduction of Persephone,Ancient Roman,sarcophagus;sculpture
210354,Statuary Group of Three Satyrs Fighting a Serpent,Ancient Roman,sculpture
193320,Africa Restored (Cheryl as Cleopatra),Kerry James Marshall,sculpture
151358,Male Figure (Nkisi Nkondi),Vili,sculpture;wood;arts of Africa;medicine object;african art
185662,Water Container (Funjoho),Senufo,container;vessel;arts of Africa;african art;ceramics
145678,Headrest (Isicamelo or Isigqiki),Northern Nguni,furniture;wood;arts of Africa;african art;decorative arts
223902,"Malcolm X Holding up Black Muslim Newspaper, Los Angeles, California",Gordon Parks,photography;photograph;photographic process
209555,L'autophage (Fulgurites),Wolfgang Paalen,painting
185765,Psychological Morphology,Matta,painting;oil on canvas
151363,Weaving,Diego Rivera,oil on canvas;painting;modern and contemporary art
118704,"Study for ""The Jungle""",Wifredo Lam,tempera;drawings (visual works);prints and drawing
118601,Woman Leaning on Her Hands,Henri Matisse,sculpture;modern and contemporary art
60257,La Ciudad Perdida (The Lost City),Gunther Gerzso,painting;modern and contemporary art
30732,The Shoe Shop,Elizabeth Sparhawk-Jones,painting;modern and contemporary art
236501,Caos-Caos,Wifredo Lam,painting
60259,Towards the Unknown,Gunther Gerzso,painting;modern and contemporary art
253793,The Milliners,Theresa F. Bernstein,painting
217295,Statue of Young Dionysos,Ancient Roman,sculpture;vessel
184372,Portrait of Emmanuel Rio,Albert Schindler,painting;portrait;paint;oil paintings (visual works);european painting;oil on panel
146940,Helmet Mask (Banda or Kumbaduba),Baga,masks;wood;arts of Africa;african art;ceremonial mask
70039,White Shell with Red,Georgia O'Keeffe,pastel;drawings (visual works);prints and drawing
67181,Jane Avril,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing;poster
13107,Small Crouching Nude without an Arm,Henri Matisse,sculpture;modern and contemporary art
64916,The Serf,Henri Matisse,sculpture;modern and contemporary art
193867,Thorn Extractor,Henri Matisse,sculpture;bronze
143564,Figure of a Seated Leader,Totonac,ceramics;earthenware;sculpture;art of the americas
99766,Untitled (Butterfly Habitat),Joseph Cornell,sculpture;Surrealism Highlights;construction/mixed media;mixed media
99765,Untitled (Black Hunter),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
99764,Untitled (Harlequin),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
99763,Untitled (Game),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
99760,Untitled (Large Owl),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
61973,Bottle,Ancient Roman,bottle;glass;vessel;ancient art
7124,Seated Nude,Henri Matisse,bronze;metal;sculpture;modern and contemporary art
149799,God Shiva,Khmer,bronze;metal;sculpture;asian art
135186,Ointment Jar with Lid,Ancient Egyptian,personal grooming / hygiene / cosmetic container;stone;vessel;ancient art
127894,Stela of Amenemhat and Yatu,Ancient Egyptian,Stelae;sculpture;ancient art;funerary;architectural fragment
127859,Stela of Amenemhat and Hemet,Ancient Egyptian,Stelae;architectural fragment;stone;sculpture;ancient art
99768,Dovecote (Colombier),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
89356,"A Low Class Prostitute (Gun [teppo]), from the series “Five Shades of Ink in the Northern Quarter"" (""Hokkoku goshiki-zumi"")",Kitagawa Utamaro,woodblock print;print;asian art
13454,Statue of Shebenhor,Ancient Egyptian,statue;stone;sculpture;ancient art
244894,Autumn Maples with Poem Slips,Tosa Mitsuoki,furniture
244180,Heart Sutra,Kwang-cho Yoon,ceramics;asian art;stoneware
127644,Autumn Maples with Poem Slips,Tosa Mitsuoki,screen;painting;asian art
234003,Ecriture 46-73,Seo-Bo Park,painting
187050,Orchids,Kim Eung-won,painting
257404,Blacklash,Ed Clark,painting
251697,Self-Censored Intersection #3,Concha Jerez,collage;paper;drawings (visual works);prints and drawing
250596,Cosmogany,Bruce Thorn,drawings (visual works);paper;watercolor;prints and drawing
151323,"Untitled (Freedom is it!), from Inflammatory Essays",Jenny Holzer,offset lithograph;lithograph;print;prints and drawing
117317,Big School Picture; Little Paper Mural,Gladys Nilsson,watercolor;drawings (visual works);prints and drawing
190500,"Art Institute, from One-Hundred Views of Chicago",Bronislaw M. Bak,prints and drawing;woodcut;print
208272,Kylix (Drinking Cup),Ancient Greek,vessel;container
158431,"""Garfield and Arthur"" Quilt",Annie Ensminger Kready,textile;needlework - quilt;bedcover
176,Mastoid (Drinking Cup),Caylus Painter,drinking vessel;ceramics;vessel;ancient art
173,Mastoid (Drinking Cup) with Handles,Ancient Greek,drinking vessel;ceramics;vessel;ancient art
162,Hydria (Water Jar),Ancient Greek,vessel;earthenware;ceramics;ancient art
158,Pelike (Storage Jar),Ancient Greek,vessel;ceramics;ancient art
155,Mastoid (Drinking Cup),Leafless Group,drinking vessel;ceramics;vessel;ancient art
87650,Kylix (Drinking Cup),Ancient Greek,drinking vessel;vessel;ancient art
283,Mastoid (Drinking Cup),Ancient Greek,drinking vessel;ceramics;vessel;ancient art
254,Amphora (Storage Jar),Michigan Painter,vessel;ceramics;ancient art
182872,Aureus (Coin) Portraying Empress Faustina the Elder,Ancient Roman,coin;gold
10006,Aureus (Coin) Portraying Emperor Antoninus Pius,Ancient Roman,coin;ancient art;struck
9961,Denarius (Coin) Depicting the Goddess Roma,Ancient Roman,coin;ancient art;struck
9949,Denarius (Coin) Portraying Octavian,Ancient Roman,coin;ancient art
5618,Aureus (Coin) Portraying Emperor Vitellius,Ancient Roman,coin;ancient art
4183,Skyphos (Drinking Cup),Ancient Greek,drinking vessel;ceramics;vessel;ancient art
196669,Design for Democracy:  Ballot and Election Design,Marcia Lausen,book;paper;graphic design
96051,Denarius (Coin) Portraying Galerius Maximianus,Ancient Roman,coin;ancient art
82410,Untitled (Painting),Mark Rothko,painting;modern and contemporary art
9696,Tetradrachm (Coin) Depicting the Hero Herakles with the Features of Alexander the Great,Ancient Greek,coin;ancient art
204509,Pig 05049,Christien Meindertsma,book;graphic design
198126,Lady Filmer in her Drawing Room,"Mary Georgiana Caroline, Lady Filmer",albumen print from collodion negative;mixed media
184498,"Lake View of Chicago of Burns Harbor, Indiana, from the series “Revealing Chicago” (2003-2004)",Terry Evans,photograph;digital print;photography
252541,"Revanti, from the series ""Balika Mela""",Gauri Gill,photography;photograph
251894,Draped Mannequin,George Grosz,drawings (visual works);charcoal;paper;prints and drawing
230687,Untitled,Fujiko Shiraga,painting
204511,Pig 05049,Christien Meindertsma,graphic design
154124,Flag Day,Benny Andrews,oil on canvas;painting;modern and contemporary art
242485,Black Pride Whitewashed,Norman Parish,painting
234433,Involvement Series,Wanda Pimentel,painting
64599,"Up and Down, In and Out, Step by Step, A Sculpture",Daniel Buren,sculpture;modern and contemporary art
21038,"The Past, the Present, the Future, plate 349",Honoré-Victorin Daumier,lithograph;print;prints and drawing
81574,Grey and Silver: Old Battersea Reach,James McNeill Whistler,painting;american arts
81572,"Trouville (Grey and Green, the Silver Sea)",James McNeill Whistler,painting;american arts
111478,Portrait of Dr. William McNeill Whistler,James McNeill Whistler,painting;american arts
56905,Nocturne: Blue and Gold—Southampton Water,James McNeill Whistler,painting;american arts
3551,"Study for ""Arrangement in Grey and Black, No. 2: Portrait of Thomas Carlyle""",James McNeill Whistler,painting;american arts
158382,Corte del Paradiso,James McNeill Whistler,pastel;drawings (visual works);prints and drawing;paper
149537,The Little Blue Cap,James McNeill Whistler,watercolor;drawings (visual works);prints and drawing;paper
84088,Violet and Silver—The Deep Sea,James McNeill Whistler,painting;american arts
14317,Study of a Girl's Head and Shoulders,James McNeill Whistler,painting;american arts
14313,Chelsea Shop,James McNeill Whistler,watercolor;drawings (visual works);prints and drawing;paper
14309,"Coast Scene, Bathers",James McNeill Whistler,painting;american arts
111164,Green and Blue: The Dancer,James McNeill Whistler,watercolor;drawings (visual works);prints and drawing;paper
152752,Black Panel,Ellsworth Kelly,painting;modern and contemporary art
145246,Untitled (Woman-Bottle),René Magritte,sculpture;modern and contemporary art
119117,Exquisite Corpse,Man Ray (Emmanuel Radnitzky),graphite;drawings (visual works);prints and drawing
102611,Veranda Post (Òpó Ògògá),Olowe of Ise,sculpture;wood;arts of Africa;architectural fragment;african art;carving;architectural sculpture
31585,Carved Vessel Depicting a Lord Wearing a Water-Lily Headdress,Maya,vessel for serving drinks;blackware (black basaltes);earthenware;ceramics;vessel;art of the americas
127611,"Capitano Esgangarato - Capitano Cocodrillo, plate 14 from Balli di Sfessania",Jacques Callot,etching;print;prints and drawing
126858,Water-Lily Vessel,Aj Maxam,ceramics;earthenware;vessel;art of the americas;vessel for serving drinks;inscription
75644,Coronation Stone of Moctezuma Xocoyotzin,Aztec (Mexica),ceremonial object;stone;art of the americas;sculpture
31577,Vessel Depicting a Sacrificial Ceremony for a Royal Accession,Maya,vessel for serving drinks;earthenware;ceramics;vessel;art of the americas;masks
258225,Neo-Huaco #2 from the series ¿Y qué hacemos con nuestra historia? (So What Do We Do with Our History?),Ana De Orbegoso,sculpture;art of the americas
258224,Neo-Huaco #1 from the series ¿Y qué hacemos con nuestra historia? (So What Do We Do with Our History?),Ana De Orbegoso,sculpture;art of the americas
198902,Ostrich Cup,John Spilman,decorative object/ornament;metalwork
250215,Untitled (Portrait of a Standing Man with a Steer),Montgomery Simons,portrait;daguerreotype;photography;photograph;portrait
185905,Lamp with “Hanging Head Dragonfly” Shade and “Mosaic and Turtleback” Base,Clara Driscoll,lamp (lighting device);american decorative arts;decorative arts
111014,Stater (Coin) Depicting a Crouching Dog,Ancient Greek,coin;ancient art
94840,Young Woman at an Open Half-Door,Workshop of Rembrandt van Rijn,oil on canvas;paint;portrait;painting;european painting
81165,Woman riding an ox,Katsushika Hokusai,woodblock print;print;asian art
51540,Medical Sketchbook,Ivan Albright,sketchbook;graphite;prints and drawing;paper
187674,Sketchbook,Charles White,sketchbook;prints and drawing;paper
55681,Mt Brock of Air Cave Pass Near Carson City Nevada,Joseph Yoakum,pen and ink drawings;drawings (visual works);prints and drawing
25247,Tree Peonies in Full Bloom,"Longyu, Empress Dowager of China",hanging scroll;painting;asian art
228638,Galaxy (Fugetsudoten; 風月同天),Ibe Kyoko,painting
210484,Study for Paris Street; Rainy Day,Gustave Caillebotte,graphite;prints and drawing;paper
208200,Sketchbook,Gustave Caillebotte,sketchbook;watercolor;prints and drawing;paper
140080,Self-Portrait with a Hat,Gustave Caillebotte,graphite;drawings (visual works);prints and drawing
91620,Portrait Vessel,Moche,ceramics;earthenware;art of the americas;vessel
19962,Study,James McNeill Whistler,lithotint;lithograph;print;prints and drawing;paper
228951,A Poem from the Shin Kokinshu with Design of Shinobugusa (Moss Fern),Kôetsu,painting
15803,Caricature of Jules Didier (“Butterfly Man”),Claude Monet,charcoal;drawings (visual works);prints and drawing
15800,Caricature of Léon Manchon,Claude Monet,charcoal;drawings (visual works);prints and drawing
113093,Caricature of Eugène Marcel,Claude Monet,graphite;drawings (visual works);prints and drawing
